,ANHEUSER-BUSCH INBEV SA/NV,KONINKLIJKE AHOLD DELHAIZE N,ADIDAS AG,AIR LIQUIDE SA,AIRBUS SE,ALLIANZ SE-REG,ASML HOLDING NV,BASF SE,BAYER AG-REG,BANCO BILBAO VIZCAYA ARGENTA,BAYERISCHE MOTOREN WERKE AG,DANONE,BNP PARIBAS,CRH PLC,AXA SA,DEUTSCHE BOERSE AG,VINCI SA,DEUTSCHE POST AG-REG,DEUTSCHE TELEKOM AG-REG,ESSILORLUXOTTICA,ENEL SPA,ENGIE,ENI SPA,FRESENIUS SE & CO KGAA,SOCIETE GENERALE SA,IBERDROLA SA,ING GROEP NV,INTESA SANPAOLO,INDUSTRIA DE DISENO TEXTIL,KERING,LVMH MOET HENNESSY LOUIS VUI,MUENCHENER RUECKVER AG-REG,NOKIA OYJ,L'OREAL,ORANGE,KONINKLIJKE PHILIPS NV,SAFRAN SA,SANOFI,BANCO SANTANDER SA,SAP SE,SIEMENS AG-REG,SCHNEIDER ELECTRIC SE,TELEFONICA SA,TOTALENERGIES SE,VIVENDI SE,VOLKSWAGEN AG-PREF,EUROSTOXX 50 TR index
30/06/2006,0.022132478,0.064262655,-0.034108711,0.032859994,-0.192086707,0.01746151,0.003166561,-0.011340155,0.02570148,-0.005567772,-0.02691343,0.05523261,0.028159946,-0.033461519,-0.034713456,0.05008604,0.123431591,-0.009462313,-0.007053134,0.001911632,0.033828887,-0.039167844,0.009606157,0.051750082,-0.005295429,0.07503969,0.00655012,0.013278277,0.065928505,0.059588299,0.01161122,0.010025171,-0.044885646,0.057273952,-0.037226702,-0.0044835,-0.008736077,0.059183812,0.013306801,0.006896229,0.013544153,0.006794391,0.019577941,0.016798926,-0.021075866,0.0055984,0.007343868
31/07/2006,0.071699721,0.035342262,-0.023001499,0.037425315,0.004005821,-0.00436981,-0.025883838,0.003657535,0.073169622,0.042984774,0.034554828,0.04177044,0.018035408,-0.008654005,0.052220915,0.043670025,-0.012414548,-0.075355664,-0.038154512,-0.005083318,0.025072229,0.060953696,0.04345816,-0.042547897,0.015651839,0.052634008,0.03416836,-0.010906912,0.052427129,0.049172709,0.013541398,0.009550145,-0.026941514,0.06228317,-0.024392315,0.05812486,-0.105168571,-0.024246258,0.038526017,-0.131686478,-0.072320009,-0.01226837,0.016896103,0.034986274,-0.032483289,0.06178871,0.012650244
31/08/2006,-0.013843207,0.065433907,0.018613074,0.042405468,0.043903481,0.076347649,0.105638367,0.020947989,0.002587267,0.072113085,0.000740741,0.037681323,0.088582784,0.074207135,0.074074192,0.065845959,0.062224298,0.02115018,-0.058728372,0.031927229,0.00882915,0.042726668,-0.004579382,0.074259356,0.078766879,0.042439388,0.081709248,0.157228259,0.035283664,0.030566138,0.021631251,0.090421845,0.052802413,0.041435086,0.010366381,0.029787116,0.118186314,-0.059099855,0.030516865,0.040614973,0.048656281,0.0341597,0.012086999,-0.010329484,0.01282385,0.057212156,0.033414166
29/09/2006,0.071287201,0.118826693,-0.002666864,-0.023071758,-0.03653225,0.031050895,0.080890973,-0.018332807,0.039576106,0.022982945,0.044523697,0.030725578,0.02290551,-0.011419238,0.002759218,0.001097024,0.039054099,0.0459835,0.101023687,-0.000617206,0.032129024,0.081270555,-0.022177401,0.03804052,-0.003967978,0.218088909,0.027851836,-0.009720938,0.044024244,0.084422283,0.011209366,0.060634487,-0.042206017,-0.019591073,0.09233513,0.039444182,-0.064006861,0.002142082,0.029725053,0.049024898,0.039590929,0.056457998,0.020151117,-0.018026917,0.058845516,0.052108637,0.023910973
31/10/2006,0.01659311,-0.015512444,0.058208918,0.036669306,-0.063050387,0.065502475,-0.028199566,0.093573761,-0.018658311,0.043950595,0.065345301,0.037038043,0.01532078,0.039804715,0.026477741,0.065264015,0.005125058,0.048279298,0.08130302,0.017955267,0.045175843,0.003184387,0.036747011,0.024702866,0.044384676,0.018411739,0.00057796,0.032180748,0.019047619,0,0.004926715,0.019808928,-0.007019947,-0.048688572,0.12430888,-0.010840716,0.112300112,-0.051282051,0.087412258,-0.003306635,0.024709683,-0.074475013,0.104602235,0.025120685,0.04361735,0.109317129,0.027759042
30/11/2006,0.122534832,-0.083636249,-0.052714085,0.024579972,0.045176541,0.010527042,0.046875,0.008979666,-0.013186813,-0.035410491,-0.074237568,0.012194204,-0.055716934,0.027448823,-0.041875762,0.000484952,0.074787287,0.036868367,-0.012552564,-0.013380595,0.050747528,0.034920163,0.046550115,0.00801683,-0.028417551,-0.068153887,-0.072602361,-0.003927059,0.021620682,-0.01450769,-0.041058953,-0.032870546,-0.023151421,-0.001308244,-0.036853527,0.026303517,-0.084601317,-0.004504731,0.019098818,0.012680625,0.019427403,0.004300556,0.032546781,0.025554852,-0.020897195,0.012560163,-0.002294293
29/12/2006,0.007884875,0.066141193,0.014498481,0.052661486,0.175145422,0.053141655,0.004264392,0.059854735,0.044438375,-0.000547168,0.044417349,-0.012047297,0.015980984,0.108611598,0.07237901,0.102994962,0.029373565,0.015124317,0.033623594,0.004315714,0.01454593,0.069017369,0.030326856,0.063906594,0.016600797,-0.011342344,0.043490951,0.096540848,0.066368617,-0.017375915,0.025178937,0.06032713,0.019087181,-0.002632159,0.06887719,0.017088383,0.083178168,0.055052613,0.031363372,0.020165987,0.045497604,0.028745888,0.054281138,0.020541641,0.019270423,0.079193788,0.033312338
31/01/2007,-0.011422452,-0.044672131,-0.021449092,-0.006669266,-0.024522227,-0.011370465,0.02866242,0.001078726,0.111649802,0.051895379,0.075612909,0.029617301,0.035087719,-0.039314583,0.054449002,0.156299522,0.088844452,0.03325934,-0.024535727,0.05647547,0.039285156,-0.053370135,-0.030613058,0.019245043,0.053654571,0.003799623,-0.001190892,-0.010082851,0.065177269,0,0.01184391,-0.072229872,0.084629996,0.068518541,0.011934006,0.044454163,0.0352683,-0.0357399,0.031822993,-0.120483361,0.144836775,0.101664591,0.03907964,-0.052151082,0.066536742,0.004430982,0.015223455
28/02/2007,0.014984654,-0.018177842,0.00539895,-0.030386791,0.017675795,0.063924247,-0.039731682,0.039510659,-0.038274308,-0.032545996,-0.06175017,0.012943374,-0.077264608,0.041252016,-0.005565739,-0.061107912,-0.006926922,0.02202964,0.004412784,0.002207805,-0.026475172,0.009698327,-0.061943549,0.063771131,-0.060221637,0.011282399,-0.03815108,-0.048180024,0.011968298,0.004420794,0.034992607,-0.004708559,-0.017869785,-0.024296661,-0.031605793,-0.069372398,-0.047254467,-0.047293965,-0.03262285,-0.016930816,-0.056331471,-0.009175235,-0.026862678,-0.015057455,-0.05477874,0.173402336,-0.021631241
30/03/2007,0.078649354,0.157410898,0.102647859,0.053269699,-0.103821001,-0.055720167,-0.006448146,0.096668631,0.10053816,-0.00271225,0.00592865,0.021465067,-0.009500775,0.027583465,-0.013058519,0.13306511,0.108436855,-0.060531566,-0.086989268,-0.002783332,0.013024576,0.042929241,0.051360415,0.096670089,0.015942133,0.066930097,-0.019212356,0.031555895,0.057738649,0.05281604,-0.008095238,0.051320092,0.044877562,0.03286081,-0.037017045,0.051137302,0.053634712,0.013070866,-0.046396891,-0.041377792,0.003391712,0.045750958,0.012269739,0.028028681,0.019090145,0.15574534,0.023415055
30/04/2007,0.075580596,0.071994848,0.071345213,0.001315506,0.021533139,0.084508295,0.081124932,0.07285701,0.074614872,-0.027277182,0.026018564,-0.009403223,0.095407874,0.007811564,0.068997392,0.006127398,0.021805813,0.118282832,0.080772668,0.030232677,0.041695847,-0.004028412,0.002874137,0.017121455,0.209708314,0.03136149,0.085831013,0.086882398,-0.024720471,0.068746613,0.035165627,0.071062408,0.0829953,0.078176119,0.09205721,0.059110464,-0.025726237,0.03656,-0.012724561,0.063540351,0.114719439,0.095127152,0.000605515,0.038322018,0.0381352,-0.015419721,0.055386128
31/05/2007,0.090762744,-0.011724981,0.092025054,-0.012279971,-0.009667512,0.012864128,-0.037018509,0.05272432,0.061112791,0.064023587,0.113664111,-0.022544066,0.089375327,0.119379066,-0.0109471,0.040274161,0.007273539,-0.037879816,0.088093118,0.0205272,0.013307821,0.110336533,0.075725087,-0.059004033,-0.042249717,0.175347565,-0.0157546,-0.021767439,0.033717535,0.060340456,0.033507246,0.067208024,0.115642153,0.015689923,0.057434613,0.04359368,0.086792063,0.061943749,0.09921023,0.015597172,0.097984298,0.061387929,0.041616014,0.04657741,0.065831811,-0.018245116,0.039764107
29/06/2007,-0.060369668,0.00647005,-0.013907539,0.104449481,0.032090457,0.052055771,0.064935065,0.056500049,0.048791459,-0.030884761,-0.035350994,0.031004825,-0.020182189,0.014681666,-0.014773071,-0.047858421,-0.056463598,0.016495717,-0.006547028,-0.010523849,-0.022761683,0.004556005,0.048595313,-0.0015839,-0.050141532,-0.031932785,-0.009667065,-0.024687249,-0.066930304,-0.023568794,-0.024904644,-0.026518015,0.022603745,-0.005662715,-0.055837489,-0.001267695,-0.00731705,-0.139615116,-0.0413177,0.070278457,0.088115371,-0.029452451,-0.020719581,0.076070975,-0.014516655,0.054245733,-0.002635335
31/07/2007,0.009174769,0.001076038,-0.041902539,-0.017755091,-0.076699294,-0.099083285,0.068292683,-0.019959305,-0.068266949,0.004607138,-0.045402888,-0.10513195,-0.075033825,-0.103194551,-0.093095516,0.020531427,-0.043258359,-0.106938521,-0.076669609,0.017312491,-0.048898947,-0.083757364,-0.041635731,-0.052164987,-0.073366062,0.007332663,-0.044828553,0.009941838,0.013702559,-0.007905968,-0.032443626,-0.068657392,0.017301241,-0.038608503,-0.026469534,-0.052281401,-0.028962562,0.023293558,0.016800323,0.045455674,-0.121986562,-0.047920933,0.045339997,-0.032856819,-0.018484026,0.076476698,-0.037778344
31/08/2007,0.013982904,0.049472268,-0.037258127,-0.022567106,-0.02200209,0.005947972,-0.007762557,0.019208825,0.108084884,-0.068397573,-0.026191498,0.040962111,-0.052735067,-0.031963293,0.013087593,-0.052297113,-0.015825284,-0.006057076,0.079084884,-0.008899308,-0.000796178,0.071324824,-0.015513566,-0.018903219,-0.071171024,-0.012855521,-0.037333471,-0.009843971,-0.010761477,-0.012693935,-0.009274673,-0.000472422,0.141709862,0.018598574,0.114802042,-0.032764929,-0.060194672,-0.0256904,-0.028651997,-0.006791413,-0.014748084,-0.016543199,0.053789903,-0.051990455,-0.041825608,0.10595452,-0.00350471
28/09/2007,0.055818146,0.081632923,0.066053653,0.003313742,-0.010101288,0.041508558,0.069949379,-0.001337314,-0.036252856,-0.026643937,0.013447972,-0.012698796,-0.008783006,-0.118627466,0.066985971,0.179016298,0.048813369,-0.043595453,0.010275793,-0.012344904,0.047634748,-0.00978102,0.024034692,-0.000200702,-0.005828942,0.012287713,0.054538479,-0.020984878,0.097790395,0.039714286,0.025324052,0.063021735,0.103021869,0.070010583,0.060976791,0.094022374,-0.023083213,-0.009011314,0.01716563,0.038444986,0.045877433,-0.091282473,0.077386116,0.032035397,-0.013662411,0.050631088,0.020293392
31/10/2007,0.025175955,-0.022646466,0.001088075,0.012038978,0.087199495,-0.052671361,0.123010753,-0.015461991,0.030805926,0.065919199,0.022109281,0.071918828,-0.008469771,-0.054216931,-0.016572474,0.140308091,0.033399728,0.024996937,0.026831122,-0.000227594,0.04118511,0.075739783,-0.006976047,0.015507377,-0.015465294,0.078634556,-0.002889449,0.007937011,0.086541616,0.036960703,0.057239845,-0.017438439,0.025878991,-0.014776406,0.083866079,-0.097947909,0.034262598,0.019533882,0.100510292,-0.090366994,-0.028002203,0.072800056,0.160978523,-0.024026541,0.049994394,0.357510151,0.025338076
30/11/2007,-0.081191194,-0.062737916,-0.012588186,0.044319552,-0.063992903,-0.091614096,-0.012906932,-0.007749609,-0.02085279,-0.020723428,-0.097997485,0.018422548,0.013930113,-0.01936407,-0.094945285,0.177414639,-0.037972261,0.109982068,0.067118297,-0.026369975,0.015508367,-0.023979443,-0.032938174,0.038151717,-0.088727801,0.014407051,-0.145297842,-0.001273124,-0.07264202,-0.159268584,-0.062887511,-0.059658883,-0.002922874,0.047326417,0.019245893,0.003854741,-0.241007418,0.073836727,-0.01580355,-0.064263839,0.106703189,0.003470895,0.020705291,0.01072406,0.009979032,-0.208474795,-0.019110776
31/12/2007,-0.04794336,-0.018540008,0.127326582,0.026109186,-0.005015757,0.04929573,-0.087223063,0.070163694,0.109872589,-0.014700268,0.015594166,0.018916972,-0.037977846,-0.076653538,-0.019332403,0.058730035,-0.061876058,0.012924071,-0.005281408,0.019145136,-0.006713851,0.04547749,0.027905235,0.003760651,-0.062985484,-0.07719658,0.008292425,-0.00734947,-0.117594109,-0.043735225,-0.003189981,0.067619209,-0.027504301,0.032126259,-0.051252453,0.03000682,0.055682758,-0.031226577,0.010246094,0.01687855,0.049559033,-0.028306528,-0.030118076,0.028969739,-0.000317174,-0.035583379,0.001156863
31/01/2008,-0.037697494,-0.082892788,-0.171282488,-0.086943381,-0.219422515,-0.192568503,-0.18053135,-0.140018766,-0.12314816,-0.152166426,-0.13105371,-0.120032131,-0.113042335,0.059453485,-0.164660442,-0.139226593,-0.103257914,-0.078681552,-0.08521935,-0.113171748,-0.085431026,-0.095748533,-0.138123514,-0.045717538,-0.159001715,-0.010063314,-0.189531983,-0.121442727,-0.202762977,-0.146518335,-0.171150883,-0.095306275,-0.081446756,-0.158398844,-0.040618344,-0.113145478,-0.218816766,-0.13702743,-0.200136238,-0.093738363,-0.193239727,-0.167890718,-0.120610752,-0.142882548,-0.144359731,-0.070999044,-0.13703153
29/02/2008,0.093884536,-0.001148429,-0.012703513,0.010867149,0.02288957,-0.01640139,-0.093474427,-0.037045376,-0.072584184,-0.0220319,-0.016844101,-0.037941598,-0.095092669,-0.028415985,-0.017479284,-0.10235448,0.011889158,0.014772072,-0.085126341,0.015242091,-0.040994275,0.050039523,0.061600156,0.096362191,-0.087050526,-0.056979237,0.026289311,-0.063737255,0.025373317,-0.032924592,-0.004290004,-0.032260428,-0.010673361,-0.045355746,-0.056732173,-0.007637284,0.214412398,-0.102300509,0.018728664,-0.018315233,-0.008814076,-0.018152934,-0.015353977,0.026277316,-0.023472965,-0.010445352,-0.017698183
31/03/2008,-0.071013005,0.076751328,0.004035845,0.027886284,-0.138844704,0.067912796,-0.031700618,0.015845039,-0.001766562,0.013811167,-0.032905634,0.089649119,0.072519011,5.17014E-05,0.022685249,-0.027270362,-0.003699753,-0.119678532,-0.160717719,0.053179987,-0.058169221,0.006847369,-0.057591291,-0.080050768,-0.127706739,0.022917652,0.066067294,0.003372974,0.024453383,0.033746006,0.033175355,0.064354936,-0.168465356,0.021857923,-0.043985749,-0.040249283,-0.025544083,-0.026029448,0.057832462,-0.004096155,-0.196323247,0.082409945,-0.054052372,-0.059011959,-0.056059926,0.144891725,-0.025483414
30/04/2008,-0.008972976,0.030132475,-0.026581376,0.001553478,0.075954779,0.043435039,0.1940078,0.120852661,0.106465681,0.079359479,0.007439031,0.003532082,0.083893848,0.019935814,0.094087083,-0.076543078,0.035816076,0.035182155,0.093838284,-0.034792199,0.040176952,0.107215979,0.146761176,0.008179355,0.211866019,-0.041750571,0.069079681,0.076818164,-0.005960943,-0.104307514,0.041423408,0.0473965,-0.015969273,-0.034999314,-0.053518605,-0.003301449,0.042405524,0.055345203,0.097467072,0.028881083,0.100805601,-0.000991898,0.020328279,0.146685076,0.053330895,0.02538922,0.060791152
30/05/2008,-0.060591578,0.009977731,0.118042759,6.51328E-05,-0.062539077,-0.027969077,0.049096758,0.051494282,0.040156513,-0.029787324,0.111700373,0.009749725,0.006165634,-0.035017741,-0.049990727,0.000337962,0.043636346,0.066558509,-0.002512914,0.027760778,0.033626227,0.065024708,0.084999107,0.117589561,-0.11122854,-0.01381495,0.001226284,-0.045311023,-0.096064347,-0.000754798,0.041644421,-0.030256107,-0.033697362,0.026369697,0.032609724,0.021946761,0.037724314,-0.002999188,-0.013878631,0.096641475,-0.035071586,0.027096345,0.014258542,0.059396291,0.090221039,-0.080480362,0.004365522
30/06/2008,-0.111305822,-0.111802682,-0.114952343,-0.023529572,-0.198403861,-0.08044778,-0.186158419,-0.090584064,-0.062110437,-0.150732497,-0.197530301,-0.207393925,-0.132649893,-0.210970993,-0.169528099,-0.222709152,-0.194714683,-0.188267873,-0.033519944,-0.039326583,-0.12563968,-0.067823334,-0.094728256,-0.084750951,-0.160797583,-0.082977531,-0.174613737,-0.139264159,-0.074632247,-0.121290601,-0.114684777,-0.076680113,-0.164060172,-0.116589755,-0.040759231,-0.124391182,-0.095903093,-0.114380726,-0.128456858,-0.050288694,-0.032918161,-0.15023586,-0.085093244,-0.033695911,-0.107901832,-0.055714825,-0.111419009
31/07/2008,-0.018828319,-0.142269271,-0.017455296,0.004769675,0.012459104,-0.023061052,-0.051127471,-0.07144273,0.036668911,-0.014076487,-0.053673522,0.07062963,0.108793334,-0.117643745,0.006628049,0.02539584,-0.064102239,-0.09095714,0.072623271,-0.18228602,-0.015564536,-0.01175885,-0.082700676,0.019112237,0.082293523,0.049158742,0.037026373,-0.001367662,0.06117042,-0.007491097,0.065566652,-0.040086773,0.139448022,-0.024603651,0.088722481,-0.006017752,-0.116072899,0.062219675,0.069412717,0.120275684,0.116856455,0.040958043,-0.008888823,-0.088560613,0.119084732,0.09072723,0.005236314
29/08/2008,0.096207455,0.164502503,0.016235471,-0.014952769,0.257585782,0.043727302,0.086199523,-0.032181168,-0.025445149,-0.022824472,-0.03149985,-0.003350945,-0.036363041,0.078785628,0.151433015,-0.118214848,0.064383296,0.060309742,0.013905765,0.146410231,0.055500506,-0.023300705,0.022539174,0.021238689,0.104612365,-0.059364926,0.050325265,0.013804048,0.062167719,0.136104925,0.024993208,-0.005807797,-0.032293467,0.0075646,-0.011534202,0.035381135,0.11478823,0.078544801,-0.056844967,0.025233832,-0.057143207,-0.03528613,0.010761249,-0.007187021,-0.019649332,0.049016435,0.000666318
30/09/2008,-0.117600095,-0.0472448,-0.058668884,-0.067401467,-0.217219152,-0.156179767,-0.230596175,-0.142967429,-0.040917455,-0.008647026,-0.025355347,0.050640571,0.074820524,-0.1480541,0.047348293,-0.014654782,-0.151092715,-0.076221336,-0.047736352,-0.035704875,-0.061351022,-0.073604458,-0.135145045,-0.093150308,-0.062027739,-0.133496119,-0.300375357,0.046809332,-0.068097286,-0.213678937,-0.150808375,0.000286125,-0.244729957,0.019732908,0.013868708,-0.141858595,0.013175393,-0.042378651,-0.097936058,-0.013879741,-0.114597278,-0.125616915,-0.007099437,-0.131817476,-0.167167384,-0.164004114,-0.096113058
31/10/2008,-0.247645856,0.029525354,-0.269758671,-0.130594425,0.078328723,-0.397382579,0.095833333,-0.227555441,-0.166800115,-0.201520734,-0.262919917,-0.131200864,-0.152541757,0.153329797,-0.351389014,-0.029438822,-0.151303593,-0.414764449,0.075228973,-0.001424501,-0.113752514,-0.050549473,-0.0037631,-0.113501747,-0.319758437,-0.211479238,-0.51540657,-0.261107356,-0.112169501,-0.208725762,-0.16011236,-0.031170792,-0.055814964,-0.147797759,-0.005050763,-0.248102639,-0.195118277,0.061869376,-0.202860224,-0.267179538,-0.293385397,-0.2248315,-0.141152814,0.005519045,-0.073344793,-0.449052735,-0.146638037
28/11/2008,-0.344928956,0.044703322,-0.111532427,-0.006759251,-0.037093653,0.12392993,-0.121272764,-0.037205686,-0.057459385,-0.094555706,-0.02185934,0.042243656,-0.226339827,-0.015029649,0.006738566,-0.093077696,0.128260231,0.305209774,-0.059626764,-0.103108221,-0.023500378,-0.070688795,-0.043175336,-0.155844897,-0.20853465,0.033746442,-0.087767489,-0.169300288,-0.002272803,-0.246980571,-0.133779264,0.039456418,-0.089491232,0.078702713,0.026397294,-0.110798436,0.029291984,-0.120978734,-0.162531226,-0.02771308,0.013129467,0.05845924,0.139218591,-0.014300211,0.090421047,-0.340205725,-0.05775759
31/12/2008,0.286258244,0.00560828,0.109565857,-0.020943122,-0.034509542,0.150124766,0.066879223,0.10476987,0.021391609,0.063881244,0.098357036,-0.046273666,-0.301788325,0.047539106,0.059865178,-0.096406911,-0.033383,0.054892264,-0.012861292,0.067579173,-0.078446064,0.123033839,-0.055834709,-0.066973346,0.078488602,0.123714395,0.110609985,0.075187719,0.191249874,0.247559275,0.071643072,0.037777234,0.000903965,-0.021362251,-0.012859199,0.083851848,-0.047003515,0.044879455,0.04976538,-0.059609776,0.119197014,0.072223048,-0.001886908,-0.052130689,0.045611548,0.188119035,0.007437248
